iter	Logloss
340	0.232294939
341	0.232294939
342	0.232294939
343	0.232294939
344	0.232294939
345	0.232294939
346	0.232294939
347	0.232294939
348	0.232294939
349	0.232294939
350	0.232294939
351	0.232294939
352	0.232294939
353	0.232294939
354	0.232294939
355	0.232294939
356	0.232294939
357	0.232294939
358	0.232294939
359	0.232294939
360	0.232294939
361	0.232294939
362	0.232294939
363	0.232294939
364	0.232294939
365	0.232294939
366	0.232294939
367	0.232294939
368	0.232294939
369	0.232294939
370	0.232294939
371	0.232294939
372	0.232294939
373	0.232294939
374	0.232294939
375	0.232294939
376	0.232294939
377	0.232294939
378	0.232294939
379	0.232294939
380	0.232294939
381	0.232294939
382	0.232294939
383	0.232294939
384	0.232294939
385	0.232294939
386	0.232294939
387	0.232294939
388	0.232294939
389	0.232294939
390	0.232294939
391	0.232294939
392	0.232294939
393	0.232294939
394	0.232294939
395	0.232294939
396	0.232294939
397	0.232294939
398	0.232294939
399	0.232294939
400	0.232294939
401	0.232294939
402	0.232294939
403	0.232294939
404	0.232294939
405	0.232294939
406	0.232294939
407	0.232294939
408	0.232294939
409	0.232294939
410	0.232294939
411	0.232294939
412	0.232294939
413	0.232294939
414	0.232294939
415	0.232294939
416	0.232294939
417	0.232294939
418	0.232294939
419	0.232294939
420	0.232294939
421	0.232294939
422	0.232294939
423	0.232294939
424	0.232294939
425	0.232294939
426	0.232294939
427	0.232294939
428	0.232294939
429	0.232294939
430	0.232294939
431	0.232294939
432	0.232294939
433	0.232294939
434	0.232294939
435	0.232294939
436	0.232294939
437	0.232294939
438	0.232294939
439	0.232294939
440	0.232294939
441	0.232294939
442	0.232294939
443	0.232294939
444	0.232294939
445	0.232294939
446	0.232294939
447	0.232294939
448	0.232294939
449	0.232294939
450	0.232294939
451	0.232294939
452	0.232294939
453	0.232294939
454	0.232294939
455	0.232294939
456	0.232294939
457	0.232294939
458	0.232294939
459	0.232294939
460	0.232294939
461	0.232294939
462	0.232294939
463	0.232294939
464	0.232294939
465	0.232294939
466	0.232294939
467	0.232294939
468	0.232294939
469	0.232294939
470	0.232294939
471	0.232294939
472	0.232294939
473	0.232294939
474	0.232294939
475	0.232294939
476	0.232294939
477	0.232294939
478	0.232294939
479	0.232294939
480	0.232294939
481	0.232294939
482	0.232294939
483	0.232294939
484	0.232294939
485	0.232294939
486	0.232294939
487	0.232294939
488	0.232294939
489	0.232294939
490	0.232294939
491	0.232294939
492	0.232294939
493	0.232294939
494	0.232294939
495	0.232294939
496	0.232294939
497	0.232294939
498	0.232294939
499	0.232294939
500	0.232294939
501	0.232294939
502	0.232294939
503	0.232294939
504	0.232294939
505	0.232294939
506	0.232294939
507	0.232294939
508	0.232294939
509	0.232294939
510	0.232294939
511	0.232294939
512	0.232294939
513	0.232294939
514	0.232294939
515	0.232294939
516	0.232294939
517	0.232294939
518	0.232294939
519	0.232294939
520	0.232294939
521	0.232294939
522	0.232294939
523	0.232294939
524	0.232294939
525	0.232294939
526	0.232294939
527	0.232294939
528	0.232294939
529	0.232294939
530	0.232294939
531	0.232294939
532	0.232294939
533	0.232294939
534	0.232294939
535	0.232294939
536	0.232294939
537	0.232294939
538	0.232294939
539	0.232294939
540	0.232294939
541	0.232294939
542	0.232294939
543	0.232294939
544	0.232294939
545	0.232294939
546	0.232294939
547	0.232294939
548	0.232294939
549	0.232294939
550	0.232294939
551	0.232294939
552	0.232294939
553	0.232294939
554	0.232294939
555	0.232294939
556	0.232294939
557	0.232294939
558	0.232294939
559	0.232294939
560	0.232294939
561	0.232294939
562	0.232294939
563	0.232294939
564	0.232294939
565	0.232294939
566	0.232294939
567	0.232294939
568	0.232294939
569	0.232294939
570	0.232294939
571	0.232294939
572	0.232294939
573	0.232294939
574	0.232294939
575	0.232294939
576	0.232294939
577	0.232294939
578	0.232294939
579	0.232294939
580	0.232294939
581	0.232294939
582	0.232294939
583	0.232294939
584	0.232294939
585	0.232294939
586	0.232294939
587	0.232294939
588	0.232294939
589	0.232294939
590	0.232294939
591	0.232294939
592	0.232294939
593	0.232294939
594	0.232294939
595	0.232294939
596	0.232294939
597	0.232294939
598	0.232294939
599	0.232294939
600	0.232294939
601	0.232294939
602	0.232294939
603	0.232294939
604	0.232294939
605	0.232294939
606	0.232294939
607	0.232294939
608	0.232294939
609	0.232294939
610	0.232294939
611	0.232294939
612	0.232294939
613	0.232294939
614	0.232294939
615	0.232294939
616	0.232294939
617	0.232294939
618	0.232294939
619	0.232294939
620	0.232294939
621	0.232294939
622	0.232294939
623	0.232294939
624	0.232294939
625	0.232294939
626	0.232294939
627	0.232294939
628	0.232294939
629	0.232294939
630	0.232294939
631	0.232294939
632	0.232294939
633	0.232294939
634	0.232294939
635	0.232294939
636	0.232294939
637	0.232294939
638	0.232294939
639	0.232294939
640	0.232294939
641	0.232294939
642	0.232294939
643	0.232294939
644	0.232294939
645	0.232294939
646	0.232294939
647	0.232294939
648	0.232294939
649	0.232294939
650	0.232294939
651	0.232294939
652	0.232294939
653	0.232294939
654	0.232294939
655	0.232294939
656	0.232294939
657	0.232294939
658	0.232294939
659	0.232294939
660	0.232294939
661	0.232294939
662	0.232294939
663	0.232294939
664	0.232294939
665	0.232294939
666	0.232294939
667	0.232294939
668	0.232294939
669	0.232294939
670	0.232294939
671	0.232294939
672	0.232294939
673	0.232294939
674	0.232294939
675	0.232294939
676	0.232294939
677	0.232294939
678	0.232294939
679	0.232294939
680	0.232294939
681	0.232294939
682	0.232294939
683	0.232294939
684	0.232294939
685	0.232294939
686	0.232294939
687	0.232294939
688	0.232294939
689	0.232294939
690	0.232294939
691	0.232294939
692	0.232294939
693	0.232294939
694	0.232294939
695	0.232294939
696	0.232294939
697	0.232294939
698	0.232294939
699	0.232294939
700	0.232294939
701	0.232294939
702	0.232294939
703	0.232294939
704	0.232294939
705	0.232294939
706	0.232294939
707	0.232294939
708	0.232294939
709	0.232294939
710	0.232294939
711	0.232294939
712	0.232294939
713	0.232294939
714	0.232294939
715	0.232294939
716	0.232294939
717	0.232294939
718	0.232294939
719	0.232294939
720	0.232294939
721	0.232294939
722	0.232294939
723	0.232294939
724	0.232294939
725	0.232294939
726	0.232294939
727	0.232294939
728	0.232294939
729	0.232294939
730	0.232294939
731	0.232294939
732	0.232294939
733	0.232294939
734	0.232294939
735	0.232294939
736	0.232294939
737	0.232294939
738	0.232294939
739	0.232294939
740	0.232294939
741	0.232294939
742	0.232294939
743	0.232294939
744	0.232294939
745	0.232294939
746	0.232294939
747	0.232294939
748	0.232294939
749	0.232294939
750	0.232294939
751	0.232294939
752	0.232294939
753	0.232294939
754	0.232294939
755	0.232294939
756	0.232294939
757	0.232294939
758	0.232294939
759	0.232294939
760	0.232294939
761	0.232294939
762	0.232294939
763	0.232294939
764	0.232294939
765	0.232294939
766	0.232294939
767	0.232294939
768	0.232294939
769	0.232294939
770	0.232294939
771	0.232294939
772	0.232294939
773	0.232294939
774	0.232294939
775	0.232294939
776	0.232294939
777	0.232294939
778	0.232294939
779	0.232294939
780	0.232294939
781	0.232294939
782	0.232294939
783	0.232294939
784	0.232294939
785	0.232294939
786	0.232294939
787	0.232294939
788	0.232294939
789	0.232294939
790	0.232294939
791	0.232294939
792	0.232294939
793	0.232294939
794	0.232294939
795	0.232294939
796	0.232294939
797	0.232294939
798	0.232294939
799	0.232294939
800	0.232294939
801	0.232294939
802	0.232294939
803	0.232294939
804	0.232294939
805	0.232294939
806	0.232294939
807	0.232294939
808	0.232294939
809	0.232294939
810	0.232294939
811	0.232294939
812	0.232294939
813	0.232294939
814	0.232294939
815	0.232294939
816	0.232294939
817	0.232294939
818	0.232294939
819	0.232294939
820	0.232294939
821	0.232294939
822	0.232294939
823	0.232294939
824	0.232294939
825	0.232294939
826	0.232294939
827	0.232294939
828	0.232294939
829	0.232294939
830	0.232294939
831	0.232294939
832	0.232294939
833	0.232294939
834	0.232294939
835	0.232294939
836	0.232294939
837	0.232294939
838	0.232294939
839	0.232294939
840	0.232294939
841	0.232294939
842	0.232294939
843	0.232294939
844	0.232294939
845	0.232294939
846	0.232294939
847	0.232294939
848	0.232294939
849	0.232294939
850	0.232294939
851	0.232294939
852	0.232294939
853	0.232294939
854	0.232294939
855	0.232294939
856	0.232294939
857	0.232294939
858	0.232294939
859	0.232294939
860	0.232294939
861	0.232294939
862	0.232294939
863	0.232294939
864	0.232294939
865	0.232294939
866	0.232294939
867	0.232294939
868	0.232294939
869	0.232294939
870	0.232294939
871	0.232294939
872	0.232294939
873	0.232294939
874	0.232294939
875	0.232294939
876	0.232294939
877	0.232294939
878	0.232294939
879	0.232294939
880	0.232294939
881	0.232294939
882	0.232294939
883	0.232294939
884	0.232294939
885	0.232294939
886	0.232294939
887	0.232294939
888	0.232294939
889	0.232294939
890	0.232294939
891	0.232294939
892	0.232294939
893	0.232294939
894	0.232294939
895	0.232294939
896	0.232294939
897	0.232294939
898	0.232294939
899	0.232294939
900	0.232294939
901	0.232294939
902	0.232294939
903	0.232294939
904	0.232294939
905	0.232294939
906	0.232294939
907	0.232294939
908	0.232294939
909	0.232294939
910	0.232294939
911	0.232294939
912	0.232294939
913	0.232294939
914	0.232294939
915	0.232294939
916	0.232294939
917	0.232294939
918	0.232294939
919	0.232294939
920	0.232294939
921	0.232294939
922	0.232294939
923	0.232294939
924	0.232294939
925	0.232294939
926	0.232294939
927	0.232294939
928	0.232294939
929	0.232294939
930	0.232294939
931	0.232294939
932	0.232294939
933	0.232294939
934	0.232294939
935	0.232294939
936	0.232294939
937	0.232294939
938	0.232294939
939	0.232294939
940	0.232294939
941	0.232294939
942	0.232294939
943	0.232294939
944	0.232294939
945	0.232294939
946	0.232294939
947	0.232294939
948	0.232294939
949	0.232294939
950	0.232294939
951	0.232294939
952	0.232294939
953	0.232294939
954	0.232294939
955	0.232294939
956	0.232294939
957	0.232294939
958	0.232294939
959	0.232294939
960	0.232294939
961	0.232294939
962	0.232294939
963	0.232294939
964	0.232294939
965	0.232294939
966	0.232294939
967	0.232294939
968	0.232294939
969	0.232294939
970	0.232294939
971	0.232294939
972	0.232294939
973	0.232294939
974	0.232294939
975	0.232294939
976	0.232294939
977	0.232294939
978	0.232294939
979	0.232294939
980	0.232294939
981	0.232294939
982	0.232294939
983	0.232294939
984	0.232294939
985	0.232294939
986	0.232294939
987	0.232294939
988	0.232294939
989	0.232294939
990	0.232294939
991	0.232294939
992	0.232294939
993	0.232294939
994	0.232294939
995	0.232294939
996	0.232294939
997	0.232294939
998	0.232294939
999	0.232294939
