iter	Logloss
246	0.3164404602
247	0.3164412231
248	0.3164412842
249	0.3164404297
250	0.3164407043
251	0.3164406738
252	0.3164406433
253	0.3164406433
254	0.3164403381
255	0.3164403381
256	0.3164405823
257	0.3164405823
258	0.3164405823
259	0.316440918
260	0.3164298401
261	0.3164299316
262	0.3164302979
263	0.3164304504
264	0.3164305115
265	0.3164298096
266	0.3164291382
267	0.3164291382
268	0.3164284058
269	0.3164284058
270	0.3164283142
271	0.3164280396
272	0.3164281311
273	0.3164279785
274	0.3164283752
275	0.3164285278
276	0.3164285278
277	0.3164291992
278	0.3164291077
279	0.3164295349
280	0.3164284363
281	0.3164282837
282	0.3164285278
283	0.316428772
284	0.3164285583
285	0.3164280396
286	0.3164281616
287	0.3164280396
288	0.3164290771
289	0.3164290771
290	0.3164293518
291	0.3164277039
292	0.3164276733
293	0.3164283447
294	0.3164279785
295	0.3164275818
296	0.3164274902
297	0.3164276123
298	0.3164274292
299	0.3164273682
300	0.3164275208
301	0.3164277344
302	0.3164273987
303	0.3164277649
304	0.316427124
305	0.3164276123
306	0.3164266357
307	0.3164266357
308	0.3164262695
309	0.3164264526
310	0.3164275513
311	0.316427124
312	0.3164228516
313	0.3164143372
314	0.3164142151
315	0.3164144287
316	0.316414093
317	0.3164141846
318	0.3164145508
319	0.3164146729
320	0.3164146423
321	0.3164141235
322	0.3164135132
323	0.3164136353
324	0.3164139404
325	0.3164127502
326	0.3164128418
327	0.3164125671
328	0.3164125671
329	0.3164125671
330	0.3164121704
331	0.3164121704
332	0.3164130249
333	0.3164127197
334	0.3164127808
335	0.3164120483
336	0.3164117737
337	0.3164118958
338	0.3164123535
339	0.3164117737
340	0.3164120483
341	0.3164121704
342	0.3164114685
343	0.3164110718
344	0.3164112549
345	0.3164112549
346	0.3164113464
347	0.3164108276
348	0.3164107361
349	0.3164109497
350	0.3164112549
351	0.3164107971
352	0.3164107971
353	0.3164102783
354	0.3164104004
355	0.3164098816
356	0.3164098206
357	0.3164098816
358	0.3164099121
359	0.3164100952
360	0.3164098206
361	0.3164095459
362	0.3164094238
363	0.3164090576
364	0.3164093628
365	0.316408844
366	0.3164079285
367	0.3163989868
368	0.3163989868
369	0.3163982544
370	0.3163987427
371	0.3163985596
372	0.3163981934
373	0.3163979492
374	0.3163982544
375	0.3163986206
376	0.3163980408
377	0.3163977966
378	0.3163977661
379	0.3163982544
380	0.3163974609
381	0.3163982544
382	0.3163981628
383	0.3163969116
384	0.3163970947
385	0.3163907471
386	0.3163891907
387	0.3163889771
388	0.3163883057
389	0.3163883362
390	0.3163883972
391	0.3163882446
392	0.3163878784
393	0.3163880615
394	0.3163875732
395	0.3163867798
396	0.3163869019
397	0.3163872986
398	0.3163868713
399	0.3163868713
400	0.3163868713
401	0.3163868713
402	0.3163868713
403	0.3163868713
404	0.3163868713
405	0.3163868713
406	0.3163867188
407	0.3163868408
408	0.3163868408
409	0.3163866577
410	0.316386322
411	0.316385498
412	0.316385376
413	0.3163856812
414	0.3163862915
415	0.316385376
416	0.316385498
417	0.3163855896
418	0.3163852844
419	0.3163859863
420	0.3163851929
421	0.316384552
422	0.3163843994
423	0.3163843079
424	0.3163843689
425	0.316384491
426	0.3163825073
427	0.3163815918
428	0.3163816528
429	0.3163818359
430	0.3163817749
431	0.3163820496
432	0.3163815918
433	0.3163731689
434	0.316370575
435	0.316370575
436	0.3163707275
437	0.3163704834
438	0.3163706665
439	0.3163706055
440	0.3163709717
441	0.3163706055
442	0.3163705139
443	0.3163707275
444	0.3163707886
445	0.3163708801
446	0.316370697
447	0.3163704224
448	0.3163701172
449	0.3163703308
450	0.316370636
451	0.3163710632
452	0.3163710632
453	0.3163713989
454	0.3163704224
455	0.3163704224
456	0.3163706665
457	0.316370636
458	0.3163695984
459	0.3163699951
460	0.3163699951
461	0.3163705444
462	0.316369751
463	0.3163700867
464	0.3163695679
465	0.3163695374
466	0.3163687744
467	0.3163682251
468	0.3163688049
469	0.3163688049
470	0.3163692322
471	0.3163688049
472	0.3163689575
473	0.3163688965
474	0.3163688354
475	0.3163687744
476	0.3163686523
477	0.3163680115
478	0.3163678284
479	0.3163681641
480	0.3163676758
481	0.3163672485
482	0.3163672485
483	0.3163672485
484	0.3163674316
485	0.3163674316
486	0.3163673706
487	0.3163671265
488	0.3163674316
489	0.3163671875
490	0.3163672485
491	0.3163669434
492	0.3163664856
493	0.3163667603
494	0.3163668213
495	0.3163666077
496	0.3163658447
497	0.3163659668
498	0.3163659668
499	0.3163660278
500	0.3163656006
501	0.3163661499
502	0.3163658142
503	0.3163658447
504	0.3163659363
505	0.3163648987
506	0.3163643188
507	0.3163644409
508	0.3163647156
509	0.316364563
510	0.3163640747
511	0.3163643188
512	0.3163645935
513	0.316364563
514	0.3163649292
515	0.3163649597
516	0.3163649292
517	0.3163648071
518	0.3163648376
519	0.3163644409
520	0.316364502
521	0.3163641357
522	0.3163641357
523	0.3163635864
524	0.3163638306
525	0.3163638306
526	0.3163636169
527	0.3163634644
528	0.3163634644
529	0.3163635559
530	0.3163635559
531	0.3163637695
532	0.3163639526
533	0.3163639526
534	0.3163559265
535	0.3163557739
536	0.3163547363
537	0.3163554993
538	0.3163552246
539	0.3163547974
540	0.3163556519
541	0.3163544312
542	0.3163547974
543	0.3163544922
544	0.3163547058
545	0.3163543091
546	0.316354248
547	0.316354248
548	0.316354248
549	0.3163543091
550	0.316354248
551	0.3163536377
552	0.3163539734
553	0.3163536987
554	0.3163536987
555	0.3163534546
556	0.3163535767
557	0.3163539429
558	0.3163539429
559	0.3163537292
560	0.3163536987
561	0.3163540344
562	0.3163535156
563	0.3163542175
564	0.3163547974
565	0.3163544312
566	0.3163538818
567	0.3163535767
568	0.3163537598
569	0.3163527832
570	0.3163515015
571	0.3163515625
572	0.3163522339
573	0.316351593
574	0.3163518677
575	0.3163505859
576	0.3163519287
577	0.3163506775
578	0.3163469849
579	0.3163472595
580	0.3163464355
581	0.3163464966
582	0.3163464661
583	0.3163462524
584	0.3163466492
585	0.3163471069
586	0.3163460388
587	0.3163460693
588	0.3163458252
589	0.3163455811
590	0.3163455811
591	0.3163455811
592	0.3163455811
593	0.3163455811
594	0.3163457336
595	0.3163459778
596	0.3163453369
597	0.3163453369
598	0.3163455811
599	0.3163456726
600	0.3163451233
601	0.3163453369
602	0.3163451538
603	0.316345459
604	0.3163455811
605	0.3163455811
606	0.316345459
607	0.3163453979
608	0.3163457642
609	0.3163460693
610	0.3163460083
611	0.3163460083
612	0.3163455811
613	0.3163452148
614	0.3163453674
615	0.3163456421
616	0.3163456421
617	0.3163457031
618	0.3163454895
619	0.31634552
620	0.31634552
621	0.31634552
622	0.31634552
623	0.31634552
624	0.31634552
625	0.31634552
626	0.31634552
627	0.31634552
628	0.31634552
629	0.31634552
630	0.31634552
631	0.31634552
632	0.3163455505
633	0.3163455505
634	0.3163455505
635	0.3163456421
636	0.3163455811
637	0.3163460388
638	0.3163457642
639	0.3163461304
640	0.3163445435
641	0.3163446655
642	0.3163446045
643	0.3163447266
644	0.3163447266
645	0.3163447266
646	0.3163447266
647	0.3163447266
648	0.3163447266
649	0.3163446655
650	0.3163446655
651	0.3163451538
652	0.3163448792
653	0.3163444214
654	0.3163439331
655	0.3163442993
656	0.3163435364
657	0.3163434448
658	0.3163430176
659	0.3163434448
660	0.3163432617
661	0.3163432312
662	0.3163424072
663	0.3163417358
664	0.3163416138
665	0.3163416138
666	0.3163417358
667	0.3163417358
668	0.3163417358
669	0.3163417358
670	0.3163416748
671	0.3163420105
672	0.3163420715
673	0.3163420715
674	0.3163418579
675	0.3163417358
676	0.3163415527
677	0.3163414917
678	0.3163414001
679	0.3163414001
680	0.3163412781
681	0.3163414612
682	0.3163413696
683	0.3163412476
684	0.3163411255
685	0.3163417358
686	0.3163416443
687	0.3163418579
688	0.3163417969
689	0.3163416138
690	0.3163416748
691	0.3163416748
692	0.3163416138
693	0.3163416138
694	0.3163416138
695	0.3163416748
696	0.3163416748
697	0.3163413391
698	0.3163411255
699	0.3163414001
700	0.3163414001
701	0.3163413086
702	0.3163413086
703	0.3163413086
704	0.3163413086
705	0.3163413086
706	0.3163413391
707	0.3163413696
708	0.3163412476
709	0.3163416138
710	0.3163416748
711	0.3163417358
712	0.3163419495
713	0.3163418579
714	0.3163417358
715	0.3163416748
716	0.3163413696
717	0.3163415222
718	0.3163416443
719	0.3163416443
720	0.3163414307
721	0.3163412476
722	0.3163412781
723	0.3163404846
724	0.3163408508
725	0.3163408508
726	0.3163403625
727	0.31634021
728	0.31634021
729	0.3163411255
730	0.3163413086
731	0.3163403931
732	0.3163405457
733	0.3163405457
734	0.3163405457
735	0.3163406677
736	0.3163405151
737	0.3163406982
738	0.3163404541
739	0.3163404541
740	0.3163404541
741	0.3163399963
742	0.3163399658
743	0.3163401794
744	0.3163401489
745	0.3163406067
746	0.3163403015
747	0.3163400269
748	0.3163405457
749	0.3163399048
750	0.3163403625
751	0.3163403625
752	0.3163399658
753	0.3163399658
754	0.3163399658
755	0.3163397827
756	0.3163396912
757	0.3163396912
758	0.31634021
759	0.3163402405
760	0.316340332
761	0.3163395996
762	0.3163398438
763	0.3163399048
764	0.3163399048
765	0.3163397217
766	0.3163392639
767	0.3163404541
768	0.3163400269
769	0.3163394775
770	0.3163394165
771	0.3163389587
772	0.3163393555
773	0.316339325
774	0.3163385925
775	0.3163386841
776	0.3163388672
777	0.3163381653
778	0.3163377075
779	0.3163384399
780	0.3163381958
781	0.3163381958
782	0.3163382568
783	0.316338562
784	0.3163380737
785	0.3163375244
786	0.3163374023
787	0.316337677
788	0.3163376465
789	0.3163376465
790	0.316337677
791	0.316337738
792	0.316337738
793	0.3163377075
794	0.3163377075
795	0.3163377075
796	0.3163377075
797	0.3163374939
798	0.3163374939
799	0.3163374939
800	0.3163375854
801	0.3163375854
802	0.3163380737
803	0.3163378906
804	0.3163379517
805	0.3163377686
806	0.3163377686
807	0.3163381348
808	0.3163382263
809	0.3163377991
810	0.3163380127
811	0.3163381958
812	0.3163380737
813	0.3163381653
814	0.3163381348
815	0.3163381348
816	0.3163374634
817	0.3163372498
818	0.3163372803
819	0.3163372803
820	0.3163374329
821	0.3163373718
822	0.3163373413
823	0.3163375244
824	0.3163370361
825	0.3163372803
826	0.3163373413
827	0.3163369751
828	0.3163368835
829	0.3163364868
830	0.3163364563
831	0.3163321228
832	0.3163312988
833	0.3163318787
834	0.3163320923
835	0.3163319702
836	0.316331665
837	0.3163315125
838	0.3163317261
839	0.3163318176
840	0.3163312988
841	0.3163311768
842	0.3163313293
843	0.3163308716
844	0.3163302612
845	0.3163304443
846	0.3163301392
847	0.3163302917
848	0.3163306274
849	0.3163309021
850	0.3163305664
851	0.3163301697
852	0.3163302002
853	0.316329895
854	0.3163299255
855	0.3163300781
856	0.3163303833
857	0.3163305054
858	0.3163298645
859	0.316329895
860	0.316329834
861	0.316329834
862	0.3163284912
863	0.3163288574
864	0.3163288574
865	0.316328949
866	0.3163287659
867	0.3163286438
868	0.3163283691
869	0.3163285522
870	0.3163283386
871	0.3163285217
872	0.3163287354
873	0.3163286743
874	0.3163279419
875	0.3163276367
876	0.316326416
877	0.3163266907
878	0.3163266296
879	0.3163268433
880	0.3163267517
881	0.3163269043
882	0.316326416
883	0.3163264771
884	0.316327179
885	0.3163270874
886	0.3163270874
887	0.3163270874
888	0.3163271484
889	0.3163271484
890	0.3163267822
891	0.3163264771
892	0.3163264771
893	0.3163269348
894	0.3163272095
895	0.3163273621
896	0.3163269958
897	0.3163264465
898	0.3163258362
899	0.3163253174
900	0.3163249817
901	0.3163249817
902	0.3163249207
903	0.3163248596
904	0.3163249207
905	0.3163249817
906	0.3163249512
907	0.3163249512
908	0.3163252563
909	0.3163271179
910	0.3163251343
911	0.3163257446
912	0.3163256836
913	0.3163255615
914	0.3163248291
915	0.3163248291
916	0.3163256226
917	0.3163252258
918	0.3163252258
919	0.3163252869
920	0.3163253174
921	0.3163244629
922	0.3163242187
923	0.3163241882
924	0.3163241882
925	0.3163244324
926	0.3163242798
927	0.3163243713
928	0.316324646
929	0.3163244629
930	0.3163244629
931	0.3163237915
932	0.3163238525
933	0.3163241577
934	0.3163239441
935	0.3163236694
936	0.3163237
937	0.3163239136
938	0.3163239441
939	0.3163239441
940	0.3163240662
941	0.3163232422
942	0.3163232422
943	0.3163232422
944	0.3163236084
945	0.3163236084
946	0.3163233337
947	0.3163231201
948	0.3163229065
949	0.3163230591
950	0.3163230591
951	0.3163230591
952	0.3163230591
953	0.3163231201
954	0.3163233337
955	0.3163231812
956	0.3163233032
957	0.3163232422
958	0.3163232422
959	0.3163232422
960	0.3163241577
961	0.3163242493
962	0.3163237915
963	0.3163237915
964	0.316323822
965	0.3163241577
966	0.3163226929
967	0.3163230896
968	0.3163211975
969	0.3163222351
970	0.3163217163
971	0.3163213501
972	0.3163214111
973	0.3163213806
974	0.3163213806
975	0.3163213806
976	0.3163213806
977	0.3163215027
978	0.3163213501
979	0.3163214417
980	0.3163214722
981	0.3163215942
982	0.3163215942
983	0.3163215027
984	0.3163215027
985	0.3163216858
986	0.3163216858
987	0.3163215332
988	0.3163216858
989	0.3163213501
990	0.3163209839
991	0.3163206482
992	0.3163206787
993	0.3163206787
994	0.3163209229
995	0.3163207397
996	0.3163204956
997	0.3163203125
998	0.3163200684
999	0.3163202515
